name,state,weather
Tlachichuca,Puebla,"[{'day': '5/30', 'low_temp': 51, 'high_temp': 77}, {'day': '5/31', 'low_temp': 53, 'high_temp': 81}, {'day': '6/1', 'low_temp': 49, 'high_temp': 81}, {'day': '6/2', 'low_temp': 53, 'high_temp': 81}, {'day': '6/3', 'low_temp': 54, 'high_temp': 81}, {'day': '6/4', 'low_temp': 55, 'high_temp': 82}, {'day': '6/5', 'low_temp': 56, 'high_temp': 81}, {'day': '6/6', 'low_temp': 56, 'high_temp': 73}, {'day': '6/7', 'low_temp': 56, 'high_temp': 72}, {'day': '6/8', 'low_temp': 55, 'high_temp': 69}]"
Teziutlán,Puebla,"[{'day': '5/30', 'low_temp': 63, 'high_temp': 81}, {'day': '5/31', 'low_temp': 64, 'high_temp': 84}, {'day': '6/1', 'low_temp': 63, 'high_temp': 84}, {'day': '6/2', 'low_temp': 65, 'high_temp': 83}, {'day': '6/3', 'low_temp': 65, 'high_temp': 85}, {'day': '6/4', 'low_temp': 67, 'high_temp': 85}, {'day': '6/5', 'low_temp': 65, 'high_temp': 84}, {'day': '6/6', 'low_temp': 62, 'high_temp': 78}, {'day': '6/7', 'low_temp': 60, 'high_temp': 78}, {'day': '6/8', 'low_temp': 61, 'high_temp': 74}]"
Tepeaca,Puebla,"[{'day': '5/30', 'low_temp': 57, 'high_temp': 84}, {'day': '5/31', 'low_temp': 57, 'high_temp': 86}, {'day': '6/1', 'low_temp': 52, 'high_temp': 89}, {'day': '6/2', 'low_temp': 56, 'high_temp': 87}, {'day': '6/3', 'low_temp': 59, 'high_temp': 86}, {'day': '6/4', 'low_temp': 59, 'high_temp': 87}, {'day': '6/5', 'low_temp': 60, 'high_temp': 84}, {'day': '6/6', 'low_temp': 59, 'high_temp': 82}, {'day': '6/7', 'low_temp': 58, 'high_temp': 80}, {'day': '6/8', 'low_temp': 59, 'high_temp': 77}]"
Tehuacán,Puebla,"[{'day': '5/30', 'low_temp': 59, 'high_temp': 92}, {'day': '5/31', 'low_temp': 61, 'high_temp': 96}, {'day': '6/1', 'low_temp': 57, 'high_temp': 94}, {'day': '6/2', 'low_temp': 61, 'high_temp': 92}, {'day': '6/3', 'low_temp': 63, 'high_temp': 95}, {'day': '6/4', 'low_temp': 66, 'high_temp': 96}, {'day': '6/5', 'low_temp': 65, 'high_temp': 94}, {'day': '6/6', 'low_temp': 64, 'high_temp': 89}, {'day': '6/7', 'low_temp': 65, 'high_temp': 88}, {'day': '6/8', 'low_temp': 64, 'high_temp': 85}]"
Tecamachalco,Puebla,"[{'day': '5/30', 'low_temp': 55, 'high_temp': 84}, {'day': '5/31', 'low_temp': 54, 'high_temp': 88}, {'day': '6/1', 'low_temp': 51, 'high_temp': 89}, {'day': '6/2', 'low_temp': 55, 'high_temp': 87}, {'day': '6/3', 'low_temp': 58, 'high_temp': 88}, {'day': '6/4', 'low_temp': 59, 'high_temp': 89}, {'day': '6/5', 'low_temp': 60, 'high_temp': 87}, {'day': '6/6', 'low_temp': 60, 'high_temp': 82}, {'day': '6/7', 'low_temp': 59, 'high_temp': 80}, {'day': '6/8', 'low_temp': 60, 'high_temp': 77}]"
Santa María Moyotzingo,Puebla,"[{'day': '5/30', 'low_temp': 56, 'high_temp': 84}, {'day': '5/31', 'low_temp': 57, 'high_temp': 90}, {'day': '6/1', 'low_temp': 52, 'high_temp': 92}, {'day': '6/2', 'low_temp': 57, 'high_temp': 91}, {'day': '6/3', 'low_temp': 60, 'high_temp': 89}, {'day': '6/4', 'low_temp': 59, 'high_temp': 89}, {'day': '6/5', 'low_temp': 58, 'high_temp': 87}, {'day': '6/6', 'low_temp': 59, 'high_temp': 83}, {'day': '6/7', 'low_temp': 58, 'high_temp': 82}, {'day': '6/8', 'low_temp': 59, 'high_temp': 80}]"
Sanctorum,Puebla,"[{'day': '5/30', 'low_temp': 56, 'high_temp': 84}, {'day': '5/31', 'low_temp': 58, 'high_temp': 89}, {'day': '6/1', 'low_temp': 54, 'high_temp': 92}, {'day': '6/2', 'low_temp': 58, 'high_temp': 90}, {'day': '6/3', 'low_temp': 61, 'high_temp': 89}, {'day': '6/4', 'low_temp': 58, 'high_temp': 89}, {'day': '6/5', 'low_temp': 59, 'high_temp': 87}, {'day': '6/6', 'low_temp': 60, 'high_temp': 85}, {'day': '6/7', 'low_temp': 58, 'high_temp': 84}, {'day': '6/8', 'low_temp': 59, 'high_temp': 80}]"
San Salvador el Verde,Puebla,"[{'day': '5/30', 'low_temp': 56, 'high_temp': 84}, {'day': '5/31', 'low_temp': 57, 'high_temp': 90}, {'day': '6/1', 'low_temp': 52, 'high_temp': 92}, {'day': '6/2', 'low_temp': 57, 'high_temp': 91}, {'day': '6/3', 'low_temp': 60, 'high_temp': 89}, {'day': '6/4', 'low_temp': 59, 'high_temp': 89}, {'day': '6/5', 'low_temp': 58, 'high_temp': 87}, {'day': '6/6', 'low_temp': 59, 'high_temp': 83}, {'day': '6/7', 'low_temp': 58, 'high_temp': 82}, {'day': '6/8', 'low_temp': 59, 'high_temp': 80}]"
San Salvador el Seco,Puebla,"[{'day': '5/30', 'low_temp': 51, 'high_temp': 77}, {'day': '5/31', 'low_temp': 53, 'high_temp': 81}, {'day': '6/1', 'low_temp': 49, 'high_temp': 81}, {'day': '6/2', 'low_temp': 53, 'high_temp': 81}, {'day': '6/3', 'low_temp': 54, 'high_temp': 81}, {'day': '6/4', 'low_temp': 55, 'high_temp': 82}, {'day': '6/5', 'low_temp': 56, 'high_temp': 81}, {'day': '6/6', 'low_temp': 56, 'high_temp': 73}, {'day': '6/7', 'low_temp': 56, 'high_temp': 72}, {'day': '6/8', 'low_temp': 55, 'high_temp': 69}]"
San Pedro Cholula,Puebla,"[{'day': '5/30', 'low_temp': 56, 'high_temp': 84}, {'day': '5/31', 'low_temp': 57, 'high_temp': 90}, {'day': '6/1', 'low_temp': 52, 'high_temp': 92}, {'day': '6/2', 'low_temp': 57, 'high_temp': 91}, {'day': '6/3', 'low_temp': 60, 'high_temp': 89}, {'day': '6/4', 'low_temp': 59, 'high_temp': 89}, {'day': '6/5', 'low_temp': 58, 'high_temp': 87}, {'day': '6/6', 'low_temp': 59, 'high_temp': 83}, {'day': '6/7', 'low_temp': 58, 'high_temp': 82}, {'day': '6/8', 'low_temp': 59, 'high_temp': 80}]"
San Martín Texmelucan de Labastida,Puebla,"[{'day': '5/30', 'low_temp': 56, 'high_temp': 84}, {'day': '5/31', 'low_temp': 57, 'high_temp': 90}, {'day': '6/1', 'low_temp': 52, 'high_temp': 92}, {'day': '6/2', 'low_temp': 57, 'high_temp': 91}, {'day': '6/3', 'low_temp': 60, 'high_temp': 89}, {'day': '6/4', 'low_temp': 59, 'high_temp': 89}, {'day': '6/5', 'low_temp': 58, 'high_temp': 87}, {'day': '6/6', 'low_temp': 59, 'high_temp': 83}, {'day': '6/7', 'low_temp': 58, 'high_temp': 82}, {'day': '6/8', 'low_temp': 59, 'high_temp': 80}]"
San Martín Texmelucan,Puebla,"[{'day': '5/30', 'low_temp': 56, 'high_temp': 84}, {'day': '5/31', 'low_temp': 57, 'high_temp': 90}, {'day': '6/1', 'low_temp': 52, 'high_temp': 92}, {'day': '6/2', 'low_temp': 57, 'high_temp': 91}, {'day': '6/3', 'low_temp': 60, 'high_temp': 89}, {'day': '6/4', 'low_temp': 59, 'high_temp': 89}, {'day': '6/5', 'low_temp': 58, 'high_temp': 87}, {'day': '6/6', 'low_temp': 59, 'high_temp': 83}, {'day': '6/7', 'low_temp': 58, 'high_temp': 82}, {'day': '6/8', 'low_temp': 59, 'high_temp': 80}]"
San Juan Cuautlancingo,Puebla,"[{'day': '5/30', 'low_temp': 56, 'high_temp': 84}, {'day': '5/31', 'low_temp': 58, 'high_temp': 89}, {'day': '6/1', 'low_temp': 54, 'high_temp': 92}, {'day': '6/2', 'low_temp': 58, 'high_temp': 90}, {'day': '6/3', 'low_temp': 61, 'high_temp': 89}, {'day': '6/4', 'low_temp': 58, 'high_temp': 89}, {'day': '6/5', 'low_temp': 59, 'high_temp': 87}, {'day': '6/6', 'low_temp': 60, 'high_temp': 85}, {'day': '6/7', 'low_temp': 58, 'high_temp': 84}, {'day': '6/8', 'low_temp': 59, 'high_temp': 80}]"
San Bernardino Tlaxcalancingo,Puebla,"[{'day': '5/30', 'low_temp': 58, 'high_temp': 83}, {'day': '5/31', 'low_temp': 59, 'high_temp': 88}, {'day': '6/1', 'low_temp': 55, 'high_temp': 91}, {'day': '6/2', 'low_temp': 59, 'high_temp': 90}, {'day': '6/3', 'low_temp': 61, 'high_temp': 88}, {'day': '6/4', 'low_temp': 61, 'high_temp': 89}, {'day': '6/5', 'low_temp': 62, 'high_temp': 86}, {'day': '6/6', 'low_temp': 60, 'high_temp': 84}, {'day': '6/7', 'low_temp': 59, 'high_temp': 83}, {'day': '6/8', 'low_temp': 60, 'high_temp': 80}]"
San Andrés Cholula,Puebla,"[{'day': '5/30', 'low_temp': 56, 'high_temp': 84}, {'day': '5/31', 'low_temp': 58, 'high_temp': 89}, {'day': '6/1', 'low_temp': 54, 'high_temp': 92}, {'day': '6/2', 'low_temp': 58, 'high_temp': 90}, {'day': '6/3', 'low_temp': 61, 'high_temp': 89}, {'day': '6/4', 'low_temp': 58, 'high_temp': 89}, {'day': '6/5', 'low_temp': 59, 'high_temp': 87}, {'day': '6/6', 'low_temp': 60, 'high_temp': 85}, {'day': '6/7', 'low_temp': 58, 'high_temp': 84}, {'day': '6/8', 'low_temp': 59, 'high_temp': 80}]"
Rafael Lara Grajales,Puebla,"[{'day': '5/30', 'low_temp': 53, 'high_temp': 81}, {'day': '5/31', 'low_temp': 53, 'high_temp': 86}, {'day': '6/1', 'low_temp': 50, 'high_temp': 87}, {'day': '6/2', 'low_temp': 54, 'high_temp': 86}, {'day': '6/3', 'low_temp': 56, 'high_temp': 86}, {'day': '6/4', 'low_temp': 56, 'high_temp': 87}, {'day': '6/5', 'low_temp': 55, 'high_temp': 84}, {'day': '6/6', 'low_temp': 57, 'high_temp': 79}, {'day': '6/7', 'low_temp': 56, 'high_temp': 78}, {'day': '6/8', 'low_temp': 57, 'high_temp': 74}]"
Quimixtlán,Puebla,"[{'day': '5/30', 'low_temp': 58, 'high_temp': 79}, {'day': '5/31', 'low_temp': 59, 'high_temp': 82}, {'day': '6/1', 'low_temp': 58, 'high_temp': 81}, {'day': '6/2', 'low_temp': 60, 'high_temp': 81}, {'day': '6/3', 'low_temp': 62, 'high_temp': 82}, {'day': '6/4', 'low_temp': 63, 'high_temp': 84}, {'day': '6/5', 'low_temp': 61, 'high_temp': 83}, {'day': '6/6', 'low_temp': 59, 'high_temp': 77}, {'day': '6/7', 'low_temp': 59, 'high_temp': 76}, {'day': '6/8', 'low_temp': 58, 'high_temp': 74}]"
Quecholac,Puebla,"[{'day': '5/30', 'low_temp': 55, 'high_temp': 84}, {'day': '5/31', 'low_temp': 54, 'high_temp': 88}, {'day': '6/1', 'low_temp': 51, 'high_temp': 89}, {'day': '6/2', 'low_temp': 55, 'high_temp': 87}, {'day': '6/3', 'low_temp': 58, 'high_temp': 88}, {'day': '6/4', 'low_temp': 59, 'high_temp': 89}, {'day': '6/5', 'low_temp': 60, 'high_temp': 87}, {'day': '6/6', 'low_temp': 60, 'high_temp': 82}, {'day': '6/7', 'low_temp': 59, 'high_temp': 80}, {'day': '6/8', 'low_temp': 60, 'high_temp': 77}]"
Puebla,Puebla,"[{'day': '5/30', 'low_temp': 58, 'high_temp': 83}, {'day': '5/31', 'low_temp': 59, 'high_temp': 88}, {'day': '6/1', 'low_temp': 55, 'high_temp': 91}, {'day': '6/2', 'low_temp': 59, 'high_temp': 90}, {'day': '6/3', 'low_temp': 61, 'high_temp': 88}, {'day': '6/4', 'low_temp': 61, 'high_temp': 89}, {'day': '6/5', 'low_temp': 62, 'high_temp': 86}, {'day': '6/6', 'low_temp': 60, 'high_temp': 84}, {'day': '6/7', 'low_temp': 59, 'high_temp': 83}, {'day': '6/8', 'low_temp': 60, 'high_temp': 80}]"
Pantepec,Puebla,"[{'day': '5/30', 'low_temp': 71, 'high_temp': 95}, {'day': '5/31', 'low_temp': 73, 'high_temp': 97}, {'day': '6/1', 'low_temp': 72, 'high_temp': 98}, {'day': '6/2', 'low_temp': 74, 'high_temp': 98}, {'day': '6/3', 'low_temp': 74, 'high_temp': 99}, {'day': '6/4', 'low_temp': 73, 'high_temp': 98}, {'day': '6/5', 'low_temp': 72, 'high_temp': 99}, {'day': '6/6', 'low_temp': 71, 'high_temp': 95}, {'day': '6/7', 'low_temp': 69, 'high_temp': 95}, {'day': '6/8', 'low_temp': 70, 'high_temp': 91}]"
Palmarito Tochapan,Puebla,"[{'day': '5/30', 'low_temp': 55, 'high_temp': 84}, {'day': '5/31', 'low_temp': 54, 'high_temp': 88}, {'day': '6/1', 'low_temp': 51, 'high_temp': 89}, {'day': '6/2', 'low_temp': 55, 'high_temp': 87}, {'day': '6/3', 'low_temp': 58, 'high_temp': 88}, {'day': '6/4', 'low_temp': 59, 'high_temp': 89}, {'day': '6/5', 'low_temp': 60, 'high_temp': 87}, {'day': '6/6', 'low_temp': 60, 'high_temp': 82}, {'day': '6/7', 'low_temp': 59, 'high_temp': 80}, {'day': '6/8', 'low_temp': 60, 'high_temp': 77}]"
Palmar de Bravo,Puebla,"[{'day': '5/30', 'low_temp': 55, 'high_temp': 84}, {'day': '5/31', 'low_temp': 54, 'high_temp': 88}, {'day': '6/1', 'low_temp': 51, 'high_temp': 89}, {'day': '6/2', 'low_temp': 55, 'high_temp': 87}, {'day': '6/3', 'low_temp': 58, 'high_temp': 88}, {'day': '6/4', 'low_temp': 59, 'high_temp': 89}, {'day': '6/5', 'low_temp': 60, 'high_temp': 87}, {'day': '6/6', 'low_temp': 60, 'high_temp': 82}, {'day': '6/7', 'low_temp': 59, 'high_temp': 80}, {'day': '6/8', 'low_temp': 60, 'high_temp': 77}]"
Pahuatlán,Puebla,"[{'day': '5/30', 'low_temp': 68, 'high_temp': 92}, {'day': '5/31', 'low_temp': 69, 'high_temp': 96}, {'day': '6/1', 'low_temp': 68, 'high_temp': 97}, {'day': '6/2', 'low_temp': 70, 'high_temp': 96}, {'day': '6/3', 'low_temp': 71, 'high_temp': 98}, {'day': '6/4', 'low_temp': 73, 'high_temp': 97}, {'day': '6/5', 'low_temp': 71, 'high_temp': 96}, {'day': '6/6', 'low_temp': 69, 'high_temp': 97}, {'day': '6/7', 'low_temp': 68, 'high_temp': 97}, {'day': '6/8', 'low_temp': 69, 'high_temp': 93}]"
Oriental,Puebla,"[{'day': '5/30', 'low_temp': 51, 'high_temp': 79}, {'day': '5/31', 'low_temp': 51, 'high_temp': 84}, {'day': '6/1', 'low_temp': 49, 'high_temp': 84}, {'day': '6/2', 'low_temp': 52, 'high_temp': 83}, {'day': '6/3', 'low_temp': 53, 'high_temp': 84}, {'day': '6/4', 'low_temp': 55, 'high_temp': 85}, {'day': '6/5', 'low_temp': 54, 'high_temp': 83}, {'day': '6/6', 'low_temp': 56, 'high_temp': 75}, {'day': '6/7', 'low_temp': 54, 'high_temp': 74}, {'day': '6/8', 'low_temp': 55, 'high_temp': 70}]"
Olintla,Puebla,"[{'day': '5/30', 'low_temp': 69, 'high_temp': 93}, {'day': '5/31', 'low_temp': 73, 'high_temp': 96}, {'day': '6/1', 'low_temp': 70, 'high_temp': 97}, {'day': '6/2', 'low_temp': 72, 'high_temp': 96}, {'day': '6/3', 'low_temp': 73, 'high_temp': 97}, {'day': '6/4', 'low_temp': 74, 'high_temp': 97}, {'day': '6/5', 'low_temp': 72, 'high_temp': 98}, {'day': '6/6', 'low_temp': 68, 'high_temp': 93}, {'day': '6/7', 'low_temp': 67, 'high_temp': 93}, {'day': '6/8', 'low_temp': 68, 'high_temp': 89}]"
Ocoyucan,Puebla,"[{'day': '5/30', 'low_temp': 63, 'high_temp': 87}, {'day': '5/31', 'low_temp': 63, 'high_temp': 91}, {'day': '6/1', 'low_temp': 60, 'high_temp': 94}, {'day': '6/2', 'low_temp': 62, 'high_temp': 91}, {'day': '6/3', 'low_temp': 65, 'high_temp': 89}, {'day': '6/4', 'low_temp': 65, 'high_temp': 91}, {'day': '6/5', 'low_temp': 64, 'high_temp': 90}, {'day': '6/6', 'low_temp': 63, 'high_temp': 87}, {'day': '6/7', 'low_temp': 62, 'high_temp': 86}, {'day': '6/8', 'low_temp': 63, 'high_temp': 83}]"
Nopalucan,Puebla,"[{'day': '5/30', 'low_temp': 53, 'high_temp': 81}, {'day': '5/31', 'low_temp': 53, 'high_temp': 86}, {'day': '6/1', 'low_temp': 50, 'high_temp': 87}, {'day': '6/2', 'low_temp': 54, 'high_temp': 86}, {'day': '6/3', 'low_temp': 56, 'high_temp': 86}, {'day': '6/4', 'low_temp': 56, 'high_temp': 87}, {'day': '6/5', 'low_temp': 55, 'high_temp': 84}, {'day': '6/6', 'low_temp': 57, 'high_temp': 79}, {'day': '6/7', 'low_temp': 56, 'high_temp': 78}, {'day': '6/8', 'low_temp': 57, 'high_temp': 74}]"
Nealtican,Puebla,"[{'day': '5/30', 'low_temp': 56, 'high_temp': 84}, {'day': '5/31', 'low_temp': 57, 'high_temp': 90}, {'day': '6/1', 'low_temp': 52, 'high_temp': 92}, {'day': '6/2', 'low_temp': 57, 'high_temp': 91}, {'day': '6/3', 'low_temp': 60, 'high_temp': 89}, {'day': '6/4', 'low_temp': 59, 'high_temp': 89}, {'day': '6/5', 'low_temp': 58, 'high_temp': 87}, {'day': '6/6', 'low_temp': 59, 'high_temp': 83}, {'day': '6/7', 'low_temp': 58, 'high_temp': 82}, {'day': '6/8', 'low_temp': 59, 'high_temp': 80}]"
Los Reyes de Juárez,Puebla,"[{'day': '5/30', 'low_temp': 59, 'high_temp': 87}, {'day': '5/31', 'low_temp': 59, 'high_temp': 92}, {'day': '6/1', 'low_temp': 55, 'high_temp': 93}, {'day': '6/2', 'low_temp': 59, 'high_temp': 91}, {'day': '6/3', 'low_temp': 60, 'high_temp': 91}, {'day': '6/4', 'low_temp': 61, 'high_temp': 92}, {'day': '6/5', 'low_temp': 62, 'high_temp': 89}, {'day': '6/6', 'low_temp': 63, 'high_temp': 87}, {'day': '6/7', 'low_temp': 61, 'high_temp': 86}, {'day': '6/8', 'low_temp': 62, 'high_temp': 82}]"
Libres,Puebla,"[{'day': '5/30', 'low_temp': 51, 'high_temp': 79}, {'day': '5/31', 'low_temp': 51, 'high_temp': 84}, {'day': '6/1', 'low_temp': 49, 'high_temp': 84}, {'day': '6/2', 'low_temp': 52, 'high_temp': 83}, {'day': '6/3', 'low_temp': 53, 'high_temp': 84}, {'day': '6/4', 'low_temp': 55, 'high_temp': 85}, {'day': '6/5', 'low_temp': 54, 'high_temp': 83}, {'day': '6/6', 'low_temp': 56, 'high_temp': 75}, {'day': '6/7', 'low_temp': 54, 'high_temp': 74}, {'day': '6/8', 'low_temp': 55, 'high_temp': 70}]"
Juan Galindo,Puebla,"[{'day': '5/30', 'low_temp': 64, 'high_temp': 78}, {'day': '5/31', 'low_temp': 66, 'high_temp': 80}, {'day': '6/1', 'low_temp': 63, 'high_temp': 81}, {'day': '6/2', 'low_temp': 66, 'high_temp': 80}, {'day': '6/3', 'low_temp': 67, 'high_temp': 82}, {'day': '6/4', 'low_temp': 68, 'high_temp': 81}, {'day': '6/5', 'low_temp': 65, 'high_temp': 80}, {'day': '6/6', 'low_temp': 63, 'high_temp': 82}, {'day': '6/7', 'low_temp': 61, 'high_temp': 82}, {'day': '6/8', 'low_temp': 62, 'high_temp': 78}]"
Jopala,Puebla,"[{'day': '5/30', 'low_temp': 67, 'high_temp': 93}, {'day': '5/31', 'low_temp': 71, 'high_temp': 96}, {'day': '6/1', 'low_temp': 68, 'high_temp': 98}, {'day': '6/2', 'low_temp': 70, 'high_temp': 97}, {'day': '6/3', 'low_temp': 71, 'high_temp': 98}, {'day': '6/4', 'low_temp': 73, 'high_temp': 98}, {'day': '6/5', 'low_temp': 70, 'high_temp': 99}, {'day': '6/6', 'low_temp': 68, 'high_temp': 94}, {'day': '6/7', 'low_temp': 67, 'high_temp': 94}, {'day': '6/8', 'low_temp': 68, 'high_temp': 90}]"
Jolalpan,Puebla,"[{'day': '5/30', 'low_temp': 73, 'high_temp': 101}, {'day': '5/31', 'low_temp': 72, 'high_temp': 106}, {'day': '6/1', 'low_temp': 70, 'high_temp': 108}, {'day': '6/2', 'low_temp': 71, 'high_temp': 105}, {'day': '6/3', 'low_temp': 72, 'high_temp': 103}, {'day': '6/4', 'low_temp': 72, 'high_temp': 105}, {'day': '6/5', 'low_temp': 74, 'high_temp': 104}, {'day': '6/6', 'low_temp': 72, 'high_temp': 103}, {'day': '6/7', 'low_temp': 70, 'high_temp': 101}, {'day': '6/8', 'low_temp': 70, 'high_temp': 98}]"
Jalpan,Puebla,"[{'day': '5/30', 'low_temp': 71, 'high_temp': 95}, {'day': '5/31', 'low_temp': 73, 'high_temp': 97}, {'day': '6/1', 'low_temp': 72, 'high_temp': 98}, {'day': '6/2', 'low_temp': 74, 'high_temp': 98}, {'day': '6/3', 'low_temp': 74, 'high_temp': 99}, {'day': '6/4', 'low_temp': 73, 'high_temp': 98}, {'day': '6/5', 'low_temp': 72, 'high_temp': 99}, {'day': '6/6', 'low_temp': 71, 'high_temp': 95}, {'day': '6/7', 'low_temp': 69, 'high_temp': 95}, {'day': '6/8', 'low_temp': 70, 'high_temp': 91}]"
Izúcar de Matamoros,Puebla,"[{'day': '5/30', 'low_temp': 68, 'high_temp': 95}, {'day': '5/31', 'low_temp': 69, 'high_temp': 98}, {'day': '6/1', 'low_temp': 65, 'high_temp': 101}, {'day': '6/2', 'low_temp': 67, 'high_temp': 98}, {'day': '6/3', 'low_temp': 68, 'high_temp': 96}, {'day': '6/4', 'low_temp': 68, 'high_temp': 98}, {'day': '6/5', 'low_temp': 67, 'high_temp': 97}, {'day': '6/6', 'low_temp': 69, 'high_temp': 96}, {'day': '6/7', 'low_temp': 67, 'high_temp': 95}, {'day': '6/8', 'low_temp': 68, 'high_temp': 91}]"
Ixtacamaxtitlán,Puebla,"[{'day': '5/30', 'low_temp': 59, 'high_temp': 79}, {'day': '5/31', 'low_temp': 58, 'high_temp': 83}, {'day': '6/1', 'low_temp': 56, 'high_temp': 83}, {'day': '6/2', 'low_temp': 59, 'high_temp': 81}, {'day': '6/3', 'low_temp': 60, 'high_temp': 83}, {'day': '6/4', 'low_temp': 62, 'high_temp': 84}, {'day': '6/5', 'low_temp': 61, 'high_temp': 83}, {'day': '6/6', 'low_temp': 58, 'high_temp': 77}, {'day': '6/7', 'low_temp': 56, 'high_temp': 76}, {'day': '6/8', 'low_temp': 57, 'high_temp': 72}]"
Huitzilan de Serdán,Puebla,"[{'day': '5/30', 'low_temp': 69, 'high_temp': 93}, {'day': '5/31', 'low_temp': 73, 'high_temp': 96}, {'day': '6/1', 'low_temp': 70, 'high_temp': 97}, {'day': '6/2', 'low_temp': 72, 'high_temp': 96}, {'day': '6/3', 'low_temp': 73, 'high_temp': 97}, {'day': '6/4', 'low_temp': 74, 'high_temp': 97}, {'day': '6/5', 'low_temp': 72, 'high_temp': 98}, {'day': '6/6', 'low_temp': 68, 'high_temp': 93}, {'day': '6/7', 'low_temp': 67, 'high_temp': 93}, {'day': '6/8', 'low_temp': 68, 'high_temp': 89}]"
Hueytamalco,Puebla,"[{'day': '5/30', 'low_temp': 70, 'high_temp': 94}, {'day': '5/31', 'low_temp': 73, 'high_temp': 96}, {'day': '6/1', 'low_temp': 71, 'high_temp': 97}, {'day': '6/2', 'low_temp': 72, 'high_temp': 97}, {'day': '6/3', 'low_temp': 73, 'high_temp': 98}, {'day': '6/4', 'low_temp': 75, 'high_temp': 97}, {'day': '6/5', 'low_temp': 74, 'high_temp': 96}, {'day': '6/6', 'low_temp': 73, 'high_temp': 94}, {'day': '6/7', 'low_temp': 73, 'high_temp': 94}, {'day': '6/8', 'low_temp': 72, 'high_temp': 91}]"
Juan C. Bonilla,Puebla,"[{'day': '5/30', 'low_temp': 56, 'high_temp': 84}, {'day': '5/31', 'low_temp': 57, 'high_temp': 90}, {'day': '6/1', 'low_temp': 52, 'high_temp': 92}, {'day': '6/2', 'low_temp': 57, 'high_temp': 91}, {'day': '6/3', 'low_temp': 60, 'high_temp': 89}, {'day': '6/4', 'low_temp': 59, 'high_temp': 89}, {'day': '6/5', 'low_temp': 58, 'high_temp': 87}, {'day': '6/6', 'low_temp': 59, 'high_temp': 83}, {'day': '6/7', 'low_temp': 58, 'high_temp': 82}, {'day': '6/8', 'low_temp': 59, 'high_temp': 80}]"
Hueyapan,Puebla,"[{'day': '5/30', 'low_temp': 62, 'high_temp': 80}, {'day': '5/31', 'low_temp': 63, 'high_temp': 83}, {'day': '6/1', 'low_temp': 62, 'high_temp': 83}, {'day': '6/2', 'low_temp': 64, 'high_temp': 82}, {'day': '6/3', 'low_temp': 65, 'high_temp': 84}, {'day': '6/4', 'low_temp': 66, 'high_temp': 83}, {'day': '6/5', 'low_temp': 65, 'high_temp': 82}, {'day': '6/6', 'low_temp': 61, 'high_temp': 77}, {'day': '6/7', 'low_temp': 59, 'high_temp': 76}, {'day': '6/8', 'low_temp': 60, 'high_temp': 73}]"
Huejotzingo,Puebla,"[{'day': '5/30', 'low_temp': 56, 'high_temp': 84}, {'day': '5/31', 'low_temp': 57, 'high_temp': 90}, {'day': '6/1', 'low_temp': 52, 'high_temp': 92}, {'day': '6/2', 'low_temp': 57, 'high_temp': 91}, {'day': '6/3', 'low_temp': 60, 'high_temp': 89}, {'day': '6/4', 'low_temp': 59, 'high_temp': 89}, {'day': '6/5', 'low_temp': 58, 'high_temp': 87}, {'day': '6/6', 'low_temp': 59, 'high_temp': 83}, {'day': '6/7', 'low_temp': 58, 'high_temp': 82}, {'day': '6/8', 'low_temp': 59, 'high_temp': 80}]"
Huehuetla,Puebla,"[{'day': '5/30', 'low_temp': 69, 'high_temp': 93}, {'day': '5/31', 'low_temp': 73, 'high_temp': 96}, {'day': '6/1', 'low_temp': 70, 'high_temp': 97}, {'day': '6/2', 'low_temp': 72, 'high_temp': 96}, {'day': '6/3', 'low_temp': 73, 'high_temp': 97}, {'day': '6/4', 'low_temp': 74, 'high_temp': 97}, {'day': '6/5', 'low_temp': 72, 'high_temp': 98}, {'day': '6/6', 'low_temp': 68, 'high_temp': 93}, {'day': '6/7', 'low_temp': 67, 'high_temp': 93}, {'day': '6/8', 'low_temp': 68, 'high_temp': 89}]"
Huauchinango,Puebla,"[{'day': '5/30', 'low_temp': 64, 'high_temp': 78}, {'day': '5/31', 'low_temp': 66, 'high_temp': 80}, {'day': '6/1', 'low_temp': 63, 'high_temp': 81}, {'day': '6/2', 'low_temp': 66, 'high_temp': 80}, {'day': '6/3', 'low_temp': 67, 'high_temp': 82}, {'day': '6/4', 'low_temp': 68, 'high_temp': 81}, {'day': '6/5', 'low_temp': 65, 'high_temp': 80}, {'day': '6/6', 'low_temp': 63, 'high_temp': 82}, {'day': '6/7', 'low_temp': 61, 'high_temp': 82}, {'day': '6/8', 'low_temp': 62, 'high_temp': 78}]"
Huaquechula,Puebla,"[{'day': '5/30', 'low_temp': 64, 'high_temp': 90}, {'day': '5/31', 'low_temp': 64, 'high_temp': 95}, {'day': '6/1', 'low_temp': 61, 'high_temp': 97}, {'day': '6/2', 'low_temp': 63, 'high_temp': 94}, {'day': '6/3', 'low_temp': 64, 'high_temp': 92}, {'day': '6/4', 'low_temp': 64, 'high_temp': 93}, {'day': '6/5', 'low_temp': 63, 'high_temp': 91}, {'day': '6/6', 'low_temp': 65, 'high_temp': 91}, {'day': '6/7', 'low_temp': 63, 'high_temp': 89}, {'day': '6/8', 'low_temp': 64, 'high_temp': 86}]"
