name,state,weather
Ejido Hermosillo,Baja California,"[{'day': '5/30', 'low_temp': 71, 'high_temp': 104}, {'day': '5/31', 'low_temp': 71, 'high_temp': 104}, {'day': '6/1', 'low_temp': 71, 'high_temp': 103}, {'day': '6/2', 'low_temp': 73, 'high_temp': 103}, {'day': '6/3', 'low_temp': 73, 'high_temp': 102}, {'day': '6/4', 'low_temp': 70, 'high_temp': 102}, {'day': '6/5', 'low_temp': 70, 'high_temp': 103}, {'day': '6/6', 'low_temp': 72, 'high_temp': 105}, {'day': '6/7', 'low_temp': 71, 'high_temp': 104}, {'day': '6/8', 'low_temp': 71, 'high_temp': 102}]"
Delta,Baja California,"[{'day': '5/30', 'low_temp': 68, 'high_temp': 103}, {'day': '5/31', 'low_temp': 67, 'high_temp': 104}, {'day': '6/1', 'low_temp': 68, 'high_temp': 104}, {'day': '6/2', 'low_temp': 68, 'high_temp': 104}, {'day': '6/3', 'low_temp': 70, 'high_temp': 102}, {'day': '6/4', 'low_temp': 69, 'high_temp': 100}, {'day': '6/5', 'low_temp': 68, 'high_temp': 103}, {'day': '6/6', 'low_temp': 70, 'high_temp': 103}, {'day': '6/7', 'low_temp': 69, 'high_temp': 103}, {'day': '6/8', 'low_temp': 70, 'high_temp': 101}]"
Colonia Venustiano Carranza,Baja California,"[{'day': '5/30', 'low_temp': 68, 'high_temp': 103}, {'day': '5/31', 'low_temp': 67, 'high_temp': 104}, {'day': '6/1', 'low_temp': 68, 'high_temp': 104}, {'day': '6/2', 'low_temp': 68, 'high_temp': 104}, {'day': '6/3', 'low_temp': 70, 'high_temp': 102}, {'day': '6/4', 'low_temp': 69, 'high_temp': 100}, {'day': '6/5', 'low_temp': 68, 'high_temp': 103}, {'day': '6/6', 'low_temp': 70, 'high_temp': 103}, {'day': '6/7', 'low_temp': 69, 'high_temp': 103}, {'day': '6/8', 'low_temp': 70, 'high_temp': 101}]"
Colonia del Bosque,Baja California,"[{'day': '5/30', 'low_temp': 69, 'high_temp': 101}, {'day': '5/31', 'low_temp': 69, 'high_temp': 102}, {'day': '6/1', 'low_temp': 68, 'high_temp': 102}, {'day': '6/2', 'low_temp': 70, 'high_temp': 102}, {'day': '6/3', 'low_temp': 71, 'high_temp': 100}, {'day': '6/4', 'low_temp': 70, 'high_temp': 98}, {'day': '6/5', 'low_temp': 73, 'high_temp': 100}, {'day': '6/6', 'low_temp': 72, 'high_temp': 103}, {'day': '6/7', 'low_temp': 72, 'high_temp': 104}, {'day': '6/8', 'low_temp': 72, 'high_temp': 102}]"
Colonia Costa Azul,Baja California,"[{'day': '5/30', 'low_temp': 52, 'high_temp': 71}, {'day': '5/31', 'low_temp': 53, 'high_temp': 71}, {'day': '6/1', 'low_temp': 54, 'high_temp': 72}, {'day': '6/2', 'low_temp': 51, 'high_temp': 70}, {'day': '6/3', 'low_temp': 51, 'high_temp': 69}, {'day': '6/4', 'low_temp': 54, 'high_temp': 71}, {'day': '6/5', 'low_temp': 48, 'high_temp': 74}, {'day': '6/6', 'low_temp': 51, 'high_temp': 79}, {'day': '6/7', 'low_temp': 52, 'high_temp': 81}, {'day': '6/8', 'low_temp': 51, 'high_temp': 80}]"
Colonia Concordia,Baja California,"[{'day': '5/30', 'low_temp': 57, 'high_temp': 69}, {'day': '5/31', 'low_temp': 57, 'high_temp': 69}, {'day': '6/1', 'low_temp': 58, 'high_temp': 69}, {'day': '6/2', 'low_temp': 58, 'high_temp': 70}, {'day': '6/3', 'low_temp': 56, 'high_temp': 68}, {'day': '6/4', 'low_temp': 58, 'high_temp': 69}, {'day': '6/5', 'low_temp': 59, 'high_temp': 70}, {'day': '6/6', 'low_temp': 60, 'high_temp': 76}, {'day': '6/7', 'low_temp': 59, 'high_temp': 75}, {'day': '6/8', 'low_temp': 60, 'high_temp': 76}]"
Colonia Castro,Baja California,"[{'day': '5/30', 'low_temp': 69, 'high_temp': 105}, {'day': '5/31', 'low_temp': 69, 'high_temp': 105}, {'day': '6/1', 'low_temp': 71, 'high_temp': 105}, {'day': '6/2', 'low_temp': 71, 'high_temp': 104}, {'day': '6/3', 'low_temp': 72, 'high_temp': 103}, {'day': '6/4', 'low_temp': 73, 'high_temp': 102}, {'day': '6/5', 'low_temp': 74, 'high_temp': 103}, {'day': '6/6', 'low_temp': 73, 'high_temp': 106}, {'day': '6/7', 'low_temp': 72, 'high_temp': 107}, {'day': '6/8', 'low_temp': 74, 'high_temp': 102}]"
Colonia Canal Álamo,Baja California,"[{'day': '5/30', 'low_temp': 69, 'high_temp': 103}, {'day': '5/31', 'low_temp': 68, 'high_temp': 103}, {'day': '6/1', 'low_temp': 68, 'high_temp': 104}, {'day': '6/2', 'low_temp': 70, 'high_temp': 103}, {'day': '6/3', 'low_temp': 71, 'high_temp': 102}, {'day': '6/4', 'low_temp': 70, 'high_temp': 102}, {'day': '6/5', 'low_temp': 80, 'high_temp': 104}, {'day': '6/6', 'low_temp': 71, 'high_temp': 104}, {'day': '6/7', 'low_temp': 71, 'high_temp': 104}, {'day': '6/8', 'low_temp': 72, 'high_temp': 102}]"
Colonia Bórquez Norte,Baja California,"[{'day': '5/30', 'low_temp': 69, 'high_temp': 102}, {'day': '5/31', 'low_temp': 69, 'high_temp': 102}, {'day': '6/1', 'low_temp': 69, 'high_temp': 102}, {'day': '6/2', 'low_temp': 70, 'high_temp': 101}, {'day': '6/3', 'low_temp': 70, 'high_temp': 100}, {'day': '6/4', 'low_temp': 70, 'high_temp': 100}, {'day': '6/5', 'low_temp': 74, 'high_temp': 104}, {'day': '6/6', 'low_temp': 73, 'high_temp': 107}, {'day': '6/7', 'low_temp': 72, 'high_temp': 106}, {'day': '6/8', 'low_temp': 74, 'high_temp': 103}]"
Colonia Benito Juárez,Baja California,"[{'day': '5/30', 'low_temp': 56, 'high_temp': 72}, {'day': '5/31', 'low_temp': 56, 'high_temp': 71}, {'day': '6/1', 'low_temp': 57, 'high_temp': 72}, {'day': '6/2', 'low_temp': 57, 'high_temp': 72}, {'day': '6/3', 'low_temp': 55, 'high_temp': 70}, {'day': '6/4', 'low_temp': 58, 'high_temp': 71}, {'day': '6/5', 'low_temp': 59, 'high_temp': 72}, {'day': '6/6', 'low_temp': 59, 'high_temp': 82}, {'day': '6/7', 'low_temp': 58, 'high_temp': 81}, {'day': '6/8', 'low_temp': 59, 'high_temp': 82}]"
Colonia Agrícola Benito Juárez,Baja California,"[{'day': '5/30', 'low_temp': 68, 'high_temp': 103}, {'day': '5/31', 'low_temp': 67, 'high_temp': 104}, {'day': '6/1', 'low_temp': 68, 'high_temp': 104}, {'day': '6/2', 'low_temp': 68, 'high_temp': 104}, {'day': '6/3', 'low_temp': 70, 'high_temp': 102}, {'day': '6/4', 'low_temp': 69, 'high_temp': 100}, {'day': '6/5', 'low_temp': 68, 'high_temp': 103}, {'day': '6/6', 'low_temp': 70, 'high_temp': 103}, {'day': '6/7', 'low_temp': 69, 'high_temp': 103}, {'day': '6/8', 'low_temp': 70, 'high_temp': 101}]"
Colonia 5 de Mayo,Baja California,"[{'day': '5/30', 'low_temp': 69, 'high_temp': 103}, {'day': '5/31', 'low_temp': 68, 'high_temp': 103}, {'day': '6/1', 'low_temp': 68, 'high_temp': 104}, {'day': '6/2', 'low_temp': 70, 'high_temp': 103}, {'day': '6/3', 'low_temp': 71, 'high_temp': 102}, {'day': '6/4', 'low_temp': 70, 'high_temp': 102}, {'day': '6/5', 'low_temp': 80, 'high_temp': 104}, {'day': '6/6', 'low_temp': 71, 'high_temp': 104}, {'day': '6/7', 'low_temp': 71, 'high_temp': 104}, {'day': '6/8', 'low_temp': 72, 'high_temp': 102}]"
Colonia 4 Cerro Prieto,Baja California,"[{'day': '5/30', 'low_temp': 68, 'high_temp': 103}, {'day': '5/31', 'low_temp': 68, 'high_temp': 103}, {'day': '6/1', 'low_temp': 68, 'high_temp': 104}, {'day': '6/2', 'low_temp': 69, 'high_temp': 103}, {'day': '6/3', 'low_temp': 70, 'high_temp': 102}, {'day': '6/4', 'low_temp': 69, 'high_temp': 102}, {'day': '6/5', 'low_temp': 68, 'high_temp': 104}, {'day': '6/6', 'low_temp': 70, 'high_temp': 103}, {'day': '6/7', 'low_temp': 69, 'high_temp': 103}, {'day': '6/8', 'low_temp': 70, 'high_temp': 102}]"
Colinas del Trabajo,Baja California,"[{'day': '5/30', 'low_temp': 53, 'high_temp': 80}, {'day': '5/31', 'low_temp': 52, 'high_temp': 78}, {'day': '6/1', 'low_temp': 51, 'high_temp': 78}, {'day': '6/2', 'low_temp': 50, 'high_temp': 78}, {'day': '6/3', 'low_temp': 52, 'high_temp': 76}, {'day': '6/4', 'low_temp': 56, 'high_temp': 81}, {'day': '6/5', 'low_temp': 51, 'high_temp': 83}, {'day': '6/6', 'low_temp': 49, 'high_temp': 79}, {'day': '6/7', 'low_temp': 50, 'high_temp': 81}, {'day': '6/8', 'low_temp': 49, 'high_temp': 80}]"
Colinas del Sol,Baja California,"[{'day': '5/30', 'low_temp': 56, 'high_temp': 66}, {'day': '5/31', 'low_temp': 56, 'high_temp': 66}, {'day': '6/1', 'low_temp': 57, 'high_temp': 66}, {'day': '6/2', 'low_temp': 56, 'high_temp': 64}, {'day': '6/3', 'low_temp': 57, 'high_temp': 63}, {'day': '6/4', 'low_temp': 59, 'high_temp': 65}, {'day': '6/5', 'low_temp': 54, 'high_temp': 67}, {'day': '6/6', 'low_temp': 57, 'high_temp': 67}, {'day': '6/7', 'low_temp': 58, 'high_temp': 69}, {'day': '6/8', 'low_temp': 57, 'high_temp': 68}]"
Colinas del Sol,Baja California,"[{'day': '5/30', 'low_temp': 57, 'high_temp': 70}, {'day': '5/31', 'low_temp': 57, 'high_temp': 69}, {'day': '6/1', 'low_temp': 56, 'high_temp': 69}, {'day': '6/2', 'low_temp': 57, 'high_temp': 68}, {'day': '6/3', 'low_temp': 56, 'high_temp': 67}, {'day': '6/4', 'low_temp': 60, 'high_temp': 70}, {'day': '6/5', 'low_temp': 59, 'high_temp': 71}, {'day': '6/6', 'low_temp': 60, 'high_temp': 71}, {'day': '6/7', 'low_temp': 61, 'high_temp': 71}, {'day': '6/8', 'low_temp': 60, 'high_temp': 72}]"
Colinas del Real,Baja California,"[{'day': '5/30', 'low_temp': 52, 'high_temp': 73}, {'day': '5/31', 'low_temp': 53, 'high_temp': 73}, {'day': '6/1', 'low_temp': 53, 'high_temp': 74}, {'day': '6/2', 'low_temp': 51, 'high_temp': 71}, {'day': '6/3', 'low_temp': 51, 'high_temp': 70}, {'day': '6/4', 'low_temp': 54, 'high_temp': 72}, {'day': '6/5', 'low_temp': 48, 'high_temp': 75}, {'day': '6/6', 'low_temp': 52, 'high_temp': 81}, {'day': '6/7', 'low_temp': 52, 'high_temp': 82}, {'day': '6/8', 'low_temp': 51, 'high_temp': 82}]"
Colinas del Pedregal,Baja California,"[{'day': '5/30', 'low_temp': 58, 'high_temp': 65}, {'day': '5/31', 'low_temp': 59, 'high_temp': 66}, {'day': '6/1', 'low_temp': 59, 'high_temp': 66}, {'day': '6/2', 'low_temp': 58, 'high_temp': 64}, {'day': '6/3', 'low_temp': 58, 'high_temp': 63}, {'day': '6/4', 'low_temp': 60, 'high_temp': 63}, {'day': '6/5', 'low_temp': 61, 'high_temp': 64}, {'day': '6/6', 'low_temp': 54, 'high_temp': 76}, {'day': '6/7', 'low_temp': 55, 'high_temp': 77}, {'day': '6/8', 'low_temp': 54, 'high_temp': 76}]"
Colinas del Florido,Baja California,"[{'day': '5/30', 'low_temp': 53, 'high_temp': 80}, {'day': '5/31', 'low_temp': 52, 'high_temp': 78}, {'day': '6/1', 'low_temp': 51, 'high_temp': 78}, {'day': '6/2', 'low_temp': 50, 'high_temp': 78}, {'day': '6/3', 'low_temp': 52, 'high_temp': 76}, {'day': '6/4', 'low_temp': 56, 'high_temp': 81}, {'day': '6/5', 'low_temp': 51, 'high_temp': 83}, {'day': '6/6', 'low_temp': 49, 'high_temp': 79}, {'day': '6/7', 'low_temp': 50, 'high_temp': 81}, {'day': '6/8', 'low_temp': 49, 'high_temp': 80}]"
Ciudad Morelos,Baja California,"[{'day': '5/30', 'low_temp': 56, 'high_temp': 66}, {'day': '5/31', 'low_temp': 56, 'high_temp': 66}, {'day': '6/1', 'low_temp': 57, 'high_temp': 66}, {'day': '6/2', 'low_temp': 56, 'high_temp': 64}, {'day': '6/3', 'low_temp': 57, 'high_temp': 63}, {'day': '6/4', 'low_temp': 59, 'high_temp': 65}, {'day': '6/5', 'low_temp': 54, 'high_temp': 67}, {'day': '6/6', 'low_temp': 57, 'high_temp': 67}, {'day': '6/7', 'low_temp': 58, 'high_temp': 69}, {'day': '6/8', 'low_temp': 57, 'high_temp': 68}]"
Colonia Abelardo L. Rodríguez,Baja California,"[{'day': '5/30', 'low_temp': 53, 'high_temp': 71}, {'day': '5/31', 'low_temp': 54, 'high_temp': 71}, {'day': '6/1', 'low_temp': 56, 'high_temp': 72}, {'day': '6/2', 'low_temp': 55, 'high_temp': 72}, {'day': '6/3', 'low_temp': 53, 'high_temp': 70}, {'day': '6/4', 'low_temp': 57, 'high_temp': 71}, {'day': '6/5', 'low_temp': 54, 'high_temp': 74}, {'day': '6/6', 'low_temp': 58, 'high_temp': 80}, {'day': '6/7', 'low_temp': 57, 'high_temp': 80}, {'day': '6/8', 'low_temp': 58, 'high_temp': 81}]"
Ciudad Morelos,Baja California,"[{'day': '5/30', 'low_temp': 69, 'high_temp': 103}, {'day': '5/31', 'low_temp': 68, 'high_temp': 103}, {'day': '6/1', 'low_temp': 68, 'high_temp': 104}, {'day': '6/2', 'low_temp': 70, 'high_temp': 103}, {'day': '6/3', 'low_temp': 71, 'high_temp': 102}, {'day': '6/4', 'low_temp': 70, 'high_temp': 102}, {'day': '6/5', 'low_temp': 80, 'high_temp': 104}, {'day': '6/6', 'low_temp': 71, 'high_temp': 104}, {'day': '6/7', 'low_temp': 71, 'high_temp': 104}, {'day': '6/8', 'low_temp': 72, 'high_temp': 102}]"
Ciudad Guadalupe Victoria,Baja California,"[{'day': '5/30', 'low_temp': 68, 'high_temp': 103}, {'day': '5/31', 'low_temp': 67, 'high_temp': 104}, {'day': '6/1', 'low_temp': 68, 'high_temp': 104}, {'day': '6/2', 'low_temp': 68, 'high_temp': 104}, {'day': '6/3', 'low_temp': 70, 'high_temp': 102}, {'day': '6/4', 'low_temp': 69, 'high_temp': 100}, {'day': '6/5', 'low_temp': 68, 'high_temp': 103}, {'day': '6/6', 'low_temp': 70, 'high_temp': 103}, {'day': '6/7', 'low_temp': 69, 'high_temp': 103}, {'day': '6/8', 'low_temp': 70, 'high_temp': 101}]"
Ciudad Coahuila,Baja California,"[{'day': '5/30', 'low_temp': 69, 'high_temp': 101}, {'day': '5/31', 'low_temp': 69, 'high_temp': 102}, {'day': '6/1', 'low_temp': 68, 'high_temp': 102}, {'day': '6/2', 'low_temp': 70, 'high_temp': 102}, {'day': '6/3', 'low_temp': 71, 'high_temp': 100}, {'day': '6/4', 'low_temp': 70, 'high_temp': 98}, {'day': '6/5', 'low_temp': 73, 'high_temp': 100}, {'day': '6/6', 'low_temp': 72, 'high_temp': 103}, {'day': '6/7', 'low_temp': 72, 'high_temp': 104}, {'day': '6/8', 'low_temp': 72, 'high_temp': 102}]"
Cielito Lindo,Baja California,"[{'day': '5/30', 'low_temp': 57, 'high_temp': 69}, {'day': '5/31', 'low_temp': 57, 'high_temp': 69}, {'day': '6/1', 'low_temp': 58, 'high_temp': 69}, {'day': '6/2', 'low_temp': 58, 'high_temp': 70}, {'day': '6/3', 'low_temp': 56, 'high_temp': 68}, {'day': '6/4', 'low_temp': 58, 'high_temp': 69}, {'day': '6/5', 'low_temp': 59, 'high_temp': 70}, {'day': '6/6', 'low_temp': 60, 'high_temp': 76}, {'day': '6/7', 'low_temp': 59, 'high_temp': 75}, {'day': '6/8', 'low_temp': 60, 'high_temp': 76}]"
Cereso del Hongo,Baja California,"[{'day': '5/30', 'low_temp': 51, 'high_temp': 84}, {'day': '5/31', 'low_temp': 52, 'high_temp': 82}, {'day': '6/1', 'low_temp': 53, 'high_temp': 81}, {'day': '6/2', 'low_temp': 50, 'high_temp': 78}, {'day': '6/3', 'low_temp': 52, 'high_temp': 79}, {'day': '6/4', 'low_temp': 57, 'high_temp': 85}, {'day': '6/5', 'low_temp': 45, 'high_temp': 88}, {'day': '6/6', 'low_temp': 48, 'high_temp': 83}, {'day': '6/7', 'low_temp': 49, 'high_temp': 84}, {'day': '6/8', 'low_temp': 48, 'high_temp': 83}]"
Cataviña,Baja California,"[{'day': '5/30', 'low_temp': 56, 'high_temp': 89}, {'day': '5/31', 'low_temp': 53, 'high_temp': 84}, {'day': '6/1', 'low_temp': 54, 'high_temp': 86}, {'day': '6/2', 'low_temp': 54, 'high_temp': 87}, {'day': '6/3', 'low_temp': 52, 'high_temp': 83}, {'day': '6/4', 'low_temp': 53, 'high_temp': 83}, {'day': '6/5', 'low_temp': 58, 'high_temp': 88}, {'day': '6/6', 'low_temp': 58, 'high_temp': 88}, {'day': '6/7', 'low_temp': 57, 'high_temp': 89}, {'day': '6/8', 'low_temp': 58, 'high_temp': 90}]"
Calafia Paradaise Resort and Villas,Baja California,"[{'day': '5/30', 'low_temp': 56, 'high_temp': 66}, {'day': '5/31', 'low_temp': 56, 'high_temp': 66}, {'day': '6/1', 'low_temp': 57, 'high_temp': 66}, {'day': '6/2', 'low_temp': 56, 'high_temp': 64}, {'day': '6/3', 'low_temp': 57, 'high_temp': 63}, {'day': '6/4', 'low_temp': 59, 'high_temp': 65}, {'day': '6/5', 'low_temp': 54, 'high_temp': 67}, {'day': '6/6', 'low_temp': 57, 'high_temp': 67}, {'day': '6/7', 'low_temp': 58, 'high_temp': 69}, {'day': '6/8', 'low_temp': 57, 'high_temp': 68}]"
Bugambilias Jardines,Baja California,"[{'day': '5/30', 'low_temp': 69, 'high_temp': 105}, {'day': '5/31', 'low_temp': 69, 'high_temp': 105}, {'day': '6/1', 'low_temp': 71, 'high_temp': 105}, {'day': '6/2', 'low_temp': 71, 'high_temp': 104}, {'day': '6/3', 'low_temp': 72, 'high_temp': 103}, {'day': '6/4', 'low_temp': 73, 'high_temp': 102}, {'day': '6/5', 'low_temp': 74, 'high_temp': 103}, {'day': '6/6', 'low_temp': 73, 'high_temp': 106}, {'day': '6/7', 'low_temp': 72, 'high_temp': 107}, {'day': '6/8', 'low_temp': 74, 'high_temp': 102}]"
Buenos Aires,Baja California,"[{'day': '5/30', 'low_temp': 54, 'high_temp': 67}, {'day': '5/31', 'low_temp': 54, 'high_temp': 67}, {'day': '6/1', 'low_temp': 55, 'high_temp': 67}, {'day': '6/2', 'low_temp': 54, 'high_temp': 68}, {'day': '6/3', 'low_temp': 53, 'high_temp': 67}, {'day': '6/4', 'low_temp': 57, 'high_temp': 69}, {'day': '6/5', 'low_temp': 58, 'high_temp': 70}, {'day': '6/6', 'low_temp': 55, 'high_temp': 69}, {'day': '6/7', 'low_temp': 56, 'high_temp': 71}, {'day': '6/8', 'low_temp': 55, 'high_temp': 70}]"
Buenos Aires,Baja California,"[{'day': '5/30', 'low_temp': 50, 'high_temp': 78}, {'day': '5/31', 'low_temp': 50, 'high_temp': 78}, {'day': '6/1', 'low_temp': 50, 'high_temp': 78}, {'day': '6/2', 'low_temp': 47, 'high_temp': 77}, {'day': '6/3', 'low_temp': 49, 'high_temp': 75}, {'day': '6/4', 'low_temp': 53, 'high_temp': 79}, {'day': '6/5', 'low_temp': 43, 'high_temp': 81}, {'day': '6/6', 'low_temp': 46, 'high_temp': 81}, {'day': '6/7', 'low_temp': 47, 'high_temp': 82}, {'day': '6/8', 'low_temp': 46, 'high_temp': 81}]"
Brisas del Mar,Baja California,"[{'day': '5/30', 'low_temp': 56, 'high_temp': 66}, {'day': '5/31', 'low_temp': 56, 'high_temp': 66}, {'day': '6/1', 'low_temp': 57, 'high_temp': 66}, {'day': '6/2', 'low_temp': 56, 'high_temp': 64}, {'day': '6/3', 'low_temp': 57, 'high_temp': 63}, {'day': '6/4', 'low_temp': 59, 'high_temp': 65}, {'day': '6/5', 'low_temp': 54, 'high_temp': 67}, {'day': '6/6', 'low_temp': 57, 'high_temp': 67}, {'day': '6/7', 'low_temp': 58, 'high_temp': 69}, {'day': '6/8', 'low_temp': 57, 'high_temp': 68}]"
Brisas del Mar,Baja California,"[{'day': '5/30', 'low_temp': 52, 'high_temp': 71}, {'day': '5/31', 'low_temp': 53, 'high_temp': 71}, {'day': '6/1', 'low_temp': 54, 'high_temp': 72}, {'day': '6/2', 'low_temp': 51, 'high_temp': 70}, {'day': '6/3', 'low_temp': 51, 'high_temp': 69}, {'day': '6/4', 'low_temp': 54, 'high_temp': 71}, {'day': '6/5', 'low_temp': 48, 'high_temp': 74}, {'day': '6/6', 'low_temp': 51, 'high_temp': 79}, {'day': '6/7', 'low_temp': 52, 'high_temp': 81}, {'day': '6/8', 'low_temp': 51, 'high_temp': 80}]"
Brechas el Mirador,Baja California,"[{'day': '5/30', 'low_temp': 58, 'high_temp': 65}, {'day': '5/31', 'low_temp': 59, 'high_temp': 66}, {'day': '6/1', 'low_temp': 59, 'high_temp': 66}, {'day': '6/2', 'low_temp': 58, 'high_temp': 64}, {'day': '6/3', 'low_temp': 58, 'high_temp': 63}, {'day': '6/4', 'low_temp': 60, 'high_temp': 63}, {'day': '6/5', 'low_temp': 61, 'high_temp': 64}, {'day': '6/6', 'low_temp': 54, 'high_temp': 76}, {'day': '6/7', 'low_temp': 55, 'high_temp': 77}, {'day': '6/8', 'low_temp': 54, 'high_temp': 76}]"
Berry Veg de Baja,Baja California,"[{'day': '5/30', 'low_temp': 56, 'high_temp': 72}, {'day': '5/31', 'low_temp': 56, 'high_temp': 71}, {'day': '6/1', 'low_temp': 57, 'high_temp': 72}, {'day': '6/2', 'low_temp': 57, 'high_temp': 72}, {'day': '6/3', 'low_temp': 55, 'high_temp': 70}, {'day': '6/4', 'low_temp': 58, 'high_temp': 71}, {'day': '6/5', 'low_temp': 59, 'high_temp': 72}, {'day': '6/6', 'low_temp': 59, 'high_temp': 82}, {'day': '6/7', 'low_temp': 58, 'high_temp': 81}, {'day': '6/8', 'low_temp': 59, 'high_temp': 82}]"
Benito Juárez,Baja California,"[{'day': '5/30', 'low_temp': 69, 'high_temp': 102}, {'day': '5/31', 'low_temp': 69, 'high_temp': 102}, {'day': '6/1', 'low_temp': 69, 'high_temp': 102}, {'day': '6/2', 'low_temp': 70, 'high_temp': 101}, {'day': '6/3', 'low_temp': 70, 'high_temp': 100}, {'day': '6/4', 'low_temp': 70, 'high_temp': 100}, {'day': '6/5', 'low_temp': 74, 'high_temp': 104}, {'day': '6/6', 'low_temp': 73, 'high_temp': 107}, {'day': '6/7', 'low_temp': 72, 'high_temp': 106}, {'day': '6/8', 'low_temp': 74, 'high_temp': 103}]"
Benito García,Baja California,"[{'day': '5/30', 'low_temp': 50, 'high_temp': 78}, {'day': '5/31', 'low_temp': 50, 'high_temp': 77}, {'day': '6/1', 'low_temp': 50, 'high_temp': 78}, {'day': '6/2', 'low_temp': 49, 'high_temp': 76}, {'day': '6/3', 'low_temp': 50, 'high_temp': 73}, {'day': '6/4', 'low_temp': 54, 'high_temp': 75}, {'day': '6/5', 'low_temp': 48, 'high_temp': 78}, {'day': '6/6', 'low_temp': 52, 'high_temp': 79}, {'day': '6/7', 'low_temp': 51, 'high_temp': 81}, {'day': '6/8', 'low_temp': 52, 'high_temp': 80}]"
Bella Vista,Baja California,"[{'day': '5/30', 'low_temp': 54, 'high_temp': 74}, {'day': '5/31', 'low_temp': 54, 'high_temp': 73}, {'day': '6/1', 'low_temp': 54, 'high_temp': 74}, {'day': '6/2', 'low_temp': 52, 'high_temp': 72}, {'day': '6/3', 'low_temp': 52, 'high_temp': 70}, {'day': '6/4', 'low_temp': 57, 'high_temp': 74}, {'day': '6/5', 'low_temp': 56, 'high_temp': 75}, {'day': '6/6', 'low_temp': 48, 'high_temp': 80}, {'day': '6/7', 'low_temp': 47, 'high_temp': 81}, {'day': '6/8', 'low_temp': 48, 'high_temp': 80}]"
Batalla Nacional,Baja California,"[{'day': '5/30', 'low_temp': 54, 'high_temp': 67}, {'day': '5/31', 'low_temp': 54, 'high_temp': 67}, {'day': '6/1', 'low_temp': 55, 'high_temp': 67}, {'day': '6/2', 'low_temp': 54, 'high_temp': 68}, {'day': '6/3', 'low_temp': 53, 'high_temp': 67}, {'day': '6/4', 'low_temp': 57, 'high_temp': 69}, {'day': '6/5', 'low_temp': 58, 'high_temp': 70}, {'day': '6/6', 'low_temp': 55, 'high_temp': 69}, {'day': '6/7', 'low_temp': 56, 'high_temp': 71}, {'day': '6/8', 'low_temp': 55, 'high_temp': 70}]"
Balcones Cíbolas del Mar,Baja California,"[{'day': '5/30', 'low_temp': 52, 'high_temp': 73}, {'day': '5/31', 'low_temp': 53, 'high_temp': 73}, {'day': '6/1', 'low_temp': 53, 'high_temp': 74}, {'day': '6/2', 'low_temp': 51, 'high_temp': 71}, {'day': '6/3', 'low_temp': 51, 'high_temp': 70}, {'day': '6/4', 'low_temp': 54, 'high_temp': 72}, {'day': '6/5', 'low_temp': 48, 'high_temp': 75}, {'day': '6/6', 'low_temp': 52, 'high_temp': 81}, {'day': '6/7', 'low_temp': 52, 'high_temp': 82}, {'day': '6/8', 'low_temp': 51, 'high_temp': 82}]"
Baja Mar San Diego,Baja California,"[{'day': '5/30', 'low_temp': 54, 'high_temp': 74}, {'day': '5/31', 'low_temp': 54, 'high_temp': 73}, {'day': '6/1', 'low_temp': 54, 'high_temp': 74}, {'day': '6/2', 'low_temp': 52, 'high_temp': 72}, {'day': '6/3', 'low_temp': 52, 'high_temp': 70}, {'day': '6/4', 'low_temp': 57, 'high_temp': 74}, {'day': '6/5', 'low_temp': 56, 'high_temp': 75}, {'day': '6/6', 'low_temp': 48, 'high_temp': 80}, {'day': '6/7', 'low_temp': 47, 'high_temp': 81}, {'day': '6/8', 'low_temp': 48, 'high_temp': 80}]"
Baja Malibú,Baja California,"[{'day': '5/30', 'low_temp': 56, 'high_temp': 66}, {'day': '5/31', 'low_temp': 56, 'high_temp': 66}, {'day': '6/1', 'low_temp': 57, 'high_temp': 66}, {'day': '6/2', 'low_temp': 56, 'high_temp': 64}, {'day': '6/3', 'low_temp': 57, 'high_temp': 63}, {'day': '6/4', 'low_temp': 59, 'high_temp': 65}, {'day': '6/5', 'low_temp': 54, 'high_temp': 67}, {'day': '6/6', 'low_temp': 57, 'high_temp': 67}, {'day': '6/7', 'low_temp': 58, 'high_temp': 69}, {'day': '6/8', 'low_temp': 57, 'high_temp': 68}]"
Baja Beach and Tennis Club,Baja California,"[{'day': '5/30', 'low_temp': 52, 'high_temp': 71}, {'day': '5/31', 'low_temp': 53, 'high_temp': 71}, {'day': '6/1', 'low_temp': 54, 'high_temp': 72}, {'day': '6/2', 'low_temp': 51, 'high_temp': 70}, {'day': '6/3', 'low_temp': 51, 'high_temp': 69}, {'day': '6/4', 'low_temp': 54, 'high_temp': 71}, {'day': '6/5', 'low_temp': 48, 'high_temp': 74}, {'day': '6/6', 'low_temp': 51, 'high_temp': 79}, {'day': '6/7', 'low_temp': 52, 'high_temp': 81}, {'day': '6/8', 'low_temp': 51, 'high_temp': 80}]"
